cid,text,time,author,channel,votes,photo,heart,video_id
UgiWp1YsCauyIXgCoAEC,"Aww...I was so excited to watch you guys how you play Figure Skating pair <3 :D
But I can wait ^^",قبل 8 سنوات,Defia-Fokkusu,UCgqz-aBk40jVB4RLBnDPT2w,17,,False,vdW8xiB_Us4
Ugwd2o1yIiZyWCOQ1AB4AaABAg,"Fantastic track... had it stuck in my head for days but couldn't remember the name of the tune. Got the vinyl version of this somewhere, great pitched up a bit to + 5 on the turntables!",قبل 4 سنوات,Greg Beddor,UCkttNPhX0lrdYIQUkSq80QQ,2,,False,nQOT-c6kLc4
Ugy3kF6swDz3ucM6rgh4AaABAg,That gunschilli editing,قبل 3 سنوات,Stefan Hall,UCpyOBc61O9DGq-UOoDZfZrQ,9,,False,K4aiKa1Qr9w
UgyxRL7kTYXL6CHKEtZ4AaABAg,اخي البصرة التمهيدي اعلنو عنها ولا لا 2018 الثالث متوسط ارجو الرد,قبل 4 سنوات,Xhkgkb Dgch,UCHmukpO72cxT5EPO-enRLQg,0,,False,P7L5kP4VhJ0
Ugix8QuH42djHHgCoAEC,Indiana bones sidekick of plant pot man (420 blaze it),قبل 6 سنوات,Superior Mimikyu,UCW_n6NvtYAQG99oloPTCpuA,0,,False,0QK-IBOCTXE
UgwV88t-uNDpAyYC-EZ4AaABAg,se te recomienda fuego rapido es muy buena con carroñero,قبل 9 سنوات,ajogallar,UCxwfANI7stFTe9oC32nB7rA,0,,False,KN6UQPU1Vt4
Ugw3BqeQYv7KraY6l8p4AaABAg,"En manuel ou en automatique comment on sait, ou le système sait qu'il faut nettoyer. Quel est la fréquence moyenne de nettoyage ?  Merci",قبل 10 أشهر,Jerome Duranteau,UCMYtYFJzbOK39LhhIw0a2QQ,0,,False,LzpCP8Nxb1A
Ugzn9ic2owcoi6j9hWF4AaABAg,장군님은 억울해야 제맛인듯 ㅋㅋ,قبل 4 سنوات,channel2374,UCjn3q2ihz0syNcHGA-BWvtg,6,,False,3BweE-KS8AQ
UggT1YsP-37ko3gCoAEC,nagraj egg warsy bo juz zrobiles odcinek testowy a jak bys nagarl to z Hunterem,قبل 5 سنوات,sokkoool,UCwaQJO_fUQ5YS8YKyG2JdYA,6,,False,6pkXfhrbKIo
Ugw5AhyK1hF2VMfvH6l4AaABAg,"Estamos ATOPETONCIO, aki ,alla, y hasta por alla , excelentes tiros, seguimos creciendo felicidades 😘 y seguiremos Apoyandote",قبل 3 سنوات,izu nava,UCe1YA4Sm4sEppf9sXJEKPVQ,0,,False,XvNyse-OjQ0
UgxPZ1I-mOfm5qeJ7t14AaABAg,"wait has this already happened or is it gonna happen? suppose i should probably know that :/
",قبل 9 سنوات,Ant Blythe,UClHQKEK2R6HC2jCcEQtg6TA,0,,False,45lW1tXsiVM
Ugg9MEZ-ER37AXgCoAEC,This is hard dude. Good shit,قبل 5 سنوات,Mike Smith SylaR,UClV8KMv5XLV5QeAvA04Yu4g,0,,False,xfPEpvTsAoY
UggUH35qgpFHG3gCoAEC,"João  como sempre, ESPECTACULAR, Que tenhas um excelente 2014",قبل 8 سنوات,victor manuel Quaresma,UC9ST49PHToKJTikrOB95bWg,3,,False,_P92ynGvGXA
Ugw_U-jR_8s0aBGKjtx4AaABAg,"chick goin down like a cellar door
",قبل 9 سنوات,ged Murphy,UCiNxob3TMsI2LGqa50OD4zw,0,,False,RuaBuogXkO8
Uggh-jtIVSDaBXgCoAEC,Tut mir leid wenn es jetzt irgendwie angeberisch rüber kommt aber wie heißt das lied (Anfang),قبل 6 سنوات,BlueTriz,UCgO2zdJUHOBidgM4gm147eQ,0,,False,uXsw1_7Q6s8
Ugy_WNY4ljxiJu5xr8x4AaABAg,Fantastic beat! 🔥,قبل 4 سنوات,KalibaOne,UCJqg2zQcagfNcZTYtHzjB5Q,2,,False,sFMfbC2f_ew
Ugzqd9J9OPrssKLgXOV4AaABAg,woow apparently TOP is the most stand out here..,قبل 4 سنوات,anak asik,UClWjQr7LFUTGh9ocMq4AqTg,18,,False,fU5-7fD6WAg
Ugwz-YA5Hm26JVNEiJZ4AaABAg,Gah tras series com o rik marin pfv,قبل 3 سنوات,thaynara Azevedo,UCjMicXpIQOxBDDEWmD1l0QA,1,,False,3J7rsG3-4kI
UgzFcYP1qCTvq_uJcYJ4AaABAg,Shilpa is the best love you shilpa,قبل 4 سنوات,Jyotsna Konde Deshmukh,UCRE89JW_mKoXFYfIeXWGcRw,0,,False,PXciRKaTdvQ
UgyL1_rImTdIkM3IF6d4AaABAg,I love every single beat.. I have songs written for so many of them!,قبل شهر واحد,Miranda Messenger,UCNVgi2-6DbxAJTmByYIQ6Pg,0,,True,NI8qC_wv9bY
UggYAa9vXh0oEngCoAEC,روعة الله يحفظكم,قبل 5 سنوات,صلاتي حياتي,UCSkBQ38pZHXpPkVptKnwvUA,1,,False,qZ9xXDaKTco
UgxSbcBVnps2xjwLkJN4AaABAg,I like the added options of the primary arms but both are great budget optics.  ,قبل 8 سنوات,Mrgunsngear Channel,UCvtuPgvFmA--W404WkST8GA,0,,False,JR_mIW2rssw
UgyPtgMAxRJwN8mlkLF4AaABAg,10 raisons de Farmer le mansot haha! Bonne vidéo bg,قبل 3 سنوات,Jalil Belkahia,UCFXBh8scUtFCcYgpzyXrZmg,0,,True,E5NXPJ5r6wU
UgiV9gkCOt3I03gCoAEC,My theme song in the WWE PS3 games,قبل 5 سنوات,Untainted SKS,UCzrlkzR_Cpc9cdQj_N1dDqA,0,,False,mqdwgRxR66o
UgzuiPlF9Qjy8jaM3Op4AaABAg,Mil bendiciones pr usted DR: Carlos Alberto Baena viciministro ese respaldo que Dios le consede,قبل 3 سنوات,Loreny Ortiz P,UCxwQXcVDMkm93DqZICt4gNA,0,,False,CpS7mJHp9xY
UgyYnCrudn2iXERnXg14AaABAg,You won't believe how confusing this montage is without knowing what Rocky IV was.,قبل 4 سنوات,aaronam0115,UCzJram4f9Dw64nfvhFZulCg,463,,False,P7TExj-hhQI
UgjLvdMSQb_L-ngCoAEC,"あとは噛み合い次第ですね笑笑
頑張って下さい！",قبل 4 سنوات,喧嘩しないさせない見逃さない,UCxHWXamOt6FNQtw9DNdNFgw,3,,False,dfOuAjhGyME
UgiKU5nvbqN183gCoAEC,super filmik ! <333,قبل 5 سنوات,Jula Paszka Msp,UCYMOqxk0gJ9DlT0HnC-gsGw,0,,False,3RqrVWotmN4
UgyPFwVCLfJenj5I4px4AaABAg,"Tem duas coisas erradas que observei eles fazendo.
1°- Não deve-se bater nos blocos com a colher de pedreiro,mas com um martelo de borracha,para não danificar os blocos.
2° Não estão preenchendo o meio dos blocos com a argamassa,somente nas laterais,prejudicando a aderência e por fim a resistência da alvenaria!

Temos que ter cuidado com isso,para não fazermos serviço de porco!
",قبل 10 سنوات,Cristiano Magno,UCJl6jIvbjGsquBwUL_zEIBw,2,,False,yUqiUDLnpQA
UgxrgsIbhtBzlJ94w4R4AaABAg,คลิป3ปีที่แล้วมีไม่กี่สัมนักที่เล่นหรอเนี้ย หวังว่าสปินนิวจะเล่น2020อีกรอบนะ,قبل سنتين,TYSone Lovesoshi,UCOeaah9T2QCmbIluQHNKusA,5,,False,2iokRm9yKZo
UgxiD2pQ07zDSFK6Pnp4AaABAg,Beautiful song and very good sound quality. I like it :),قبل 9 سنوات,Totho Bhandar,UCzaUVpgf7B8J8IetnLoRiHQ,0,,False,UZG4SxCSKXw
UgxEGiGoNP2UhefFuCl4AaABAg.8XneZtaN9Xn8l4MlsnmwC2,Esa mierda casi me mata ....dices eso por qué aún no has tenido un mal viaje ..el día que lo tengas me cuente que se siente morir,قبل 3 سنوات,alejo magno,UCQFDvp4H2xl5W41CncsaEGg,0,,False,zauKU8u_0lQ
UgjDLirRHlNoTXgCoAEC,Se ti unisci hai compagni e fai le loro missioni diventi lupo mannaro e poi il loro capo,قبل 8 سنوات,Giordano Bianchi,UCSW3i6N06kSqAjPtd3c5EBg,1,,False,ziU7RF12tOU
UgiBwLnzaWlf0HgCoAEC.7-H0Z7-33Un7-HA00ctuKJ,The tail would be very cool! I'm sure there is a way to add a custom one. I don't know that I will tackle that but maybe someone will. ,قبل 8 سنوات,Diecastic,UCc6aT8I3qnGNVwzOGsXzl9A,0,,False,k-ixzfOqVQ0
UgxHH4UyRa6gV2pamQp4AaABAg.8f7D-fxsTFq8f7b-0gnGQy,Ya think?,قبل 3 سنوات,SumoRugby,UCJXlOcYQyGgCyuOf5qWa5ag,0,,False,lCHWfvpVirw
UgxUQhEN9SdozoqXsDx4AaABAg,Si nejlepší youtuber! ❤,قبل 4 سنوات,K.I.T.T.,UCE_qXdzrogxaPj3X67le1_A,2,,False,FSPAsrF9Wbo
UggHsSTgwJ4ayXgCoAEC,الانشودة كتيررررر حلوة حتى انوا متلنا عليها بالتخرج من مركز العطاء للقرآن وانبسطنا كتيرررر عليها واستمتعنااا شكرا كتيرر ع الانشودة رووووووووعة,قبل 6 سنوات,Mahmoud Mahmoud,UC2ZPx-c2AacpJ4wAtU0MvZg,0,,False,2oR8Mc1iSPA
Ugyeb4pybf2ZyNhkLb14AaABAg,"あけましておめでとうございます。
今年もよろしくお願いいたします。

新しい30cmキューブですね。水槽たしかに安いですね。
ホムセンの種は温度低くても発芽するっていいですよね。",قبل 4 سنوات,AQUA STARS,UCXSPUg0lANMm16Q2aheJKRw,1,,False,7TtR0G4HOXk
UggiovBY47TJ5HgCoAEC,"hey Brendan, really appreciate your informative and scientific based content! you never fail me since the first informative vid you decided to share. keep on doing it, and i really love these, thank you!",قبل 5 سنوات,So Lloyd,UCfBv7kEEIvDIkGG45_vqTFA,0,,False,AFpoS_4fMv8
UgzM57o70XPxCNmwodB4AaABAg,Your hairstyle is so cute. Love it,قبل 4 سنوات,DiscoveringNatural,UCLFiNPbnvcVQLvJpFdGdQlg,4,,False,Z5eJ3n4Hmfg
Ugg9YKttyi0pOXgCoAEC,Gran canción para recordar viejos tiempos ;),قبل 5 سنوات,TopExperimentos,UCtNNCrMjZQxizqhjCEYAJRg,0,,False,tJp8Bklx2tA
Ugwwmal3dGeBUNNZwfZ4AaABAg.8co2cTEUMiN8co2l7m7F4e,"Millennial Nut ดีใจมากๆๆเลยค่ะ ขอให้ทำคะแนนได้เต็มเลยนะคะ

อันนี้ version เต็มค่ะ  https://youtu.be/ttzGHS9UfUY",قبل 4 سنوات,KruPumBiO Kamonrat,UCax6-BW-4L_axm2pFdb_Xfw,0,,False,W7CL0m3jWUY
UggT3S4Byn9DdngCoAEC,Never heard of this until today I really like it. Expect me to become a listener. And I can't wait to make more friends and kill them in Jason lol.,قبل 4 سنوات,Wilson Munoz,UCN90DBbQIFrGe2Ng9jJrcnQ,1,,True,RikwqtZlq7w
Ugj2fdXHTRsXEngCoAEC,Best intro ever!,قبل 8 سنوات,Tendmex,UC7FcDWhvxk3V1lpoawpYYHA,0,,False,G8H8AJqI5ts
Ugxlw4hxlH2fYqRvV_R4AaABAg,你素顏皮膚真係好好啊！點會呢 你一啲都唔你烏X！好正呀最鍾意睇你嘅粉底分享分析得好詳細！,قبل 4 سنوات,birthdaykiss,UC3bOey8Ht_QrAJTRJd1Lbxw,0,,False,JZVCB0ZNJ38
Ugz57ad4GnhQ2kY_oI54AaABAg,Julia’s is better 💜,قبل 4 سنوات,mckenzie,UCa4jW2H7-4NPVVjBqZIEUlw,2,,False,dwfXY3-PjE8
UgjOU2lNkuDye3gCoAEC,bravissima,قبل 7 سنوات,giovanni marco carrella,UC8aZ0H9PVnPYyivayynxV7w,0,,True,WaUDvpBvd78
UgitHEqT0YWjAngCoAEC,good video⚽👌,قبل 4 سنوات,ido 12,UC4WU1RenBeneBMUOGPT10Yg,1,,False,-xYPqUx5yJs
UgidMQ6SvRHI23gCoAEC,what's the attributes you look for in conerback,قبل 6 سنوات,qcorleone,UCTMtZeNc8wK3DZGCjPa14kA,0,,False,R7RCOJW6jFI
Ugz1R5uwT1mFkxBgNmd4AaABAg,u scare me with all that stuff on ur face???!!!,قبل 10 سنوات,Medusa West,UCOvXA-j2_kUUUf4pR2tIw6g,0,,False,VKo8oiP5FHE
UgzlDcu3dFAfM-61SeZ4AaABAg,I really love the lighter shade or the nudes I don't get into really dark lips or glosses that's just me though 💚💜💙,قبل 3 سنوات,Kelly Wolfe,UCMnWO_U-QP52DDxTGfYFHfQ,2,,True,3IDpY0cHt4Q
UgiB2tUZMM0Q8ngCoAEC,editing goals wth,قبل 6 سنوات,WCKD POSEY,UCj16E9LR6bD8Wy8_-hHx55A,2,,False,oKgbzFDIRXk
Ugw58c0ZR4CxrD-cHMl4AaABAg,"Karate sir,please make a video about important electrical circuit diagrams for electrician third semester",قبل 4 سنوات,Kishor Dalavi,UCHrNiuih44DbJqUTL8jLOuA,1,,False,izNBJdZS2dA
Ugywu4nuuQM4tcGesXB4AaABAg,Super odcinek czekam na następny,قبل 4 سنوات,Sxylex,UCvgOnWmXZeakv1uuFza3jkQ,1,,False,FRArFAqQA7M
Ugi5tWh4bGM_j3gCoAEC,"The video freezes after about 20 sec and you can't see the code being typed. There is a hiccup in the video just before this happens, perhaps it is something in the video editor?",قبل 7 سنوات,Chris Brandson,UCNkMWBJfBMEqnno6Rrcow1g,0,,False,AdXX8Eu3QSU
Ugza4ma9v6ujyapKsIx4AaABAg,"sorry, dont understand your comment.",قبل 13 سنة,Olly W,UCTU58ora9cg7waTyPsi-CVA,0,,False,G8FjSAeFlak
Ugx0Mad5B8augxNNjmB4AaABAg,Ini kan settingan kok pd marah,قبل 3 سنوات,Ariestian Styadi,UCNaJQHDoKqvcNT3WV93pDOw,3,,False,tEpCM7aNTqI
UgzSyf0Pj7XrNxfj8Oh4AaABAg,wow the menu music is good!! I will buy it on Steam for sure day 1 pre loaded just like Crysis Warhead,قبل 11 سنة,Sarthak,UCQmGVoBHKIIgRPTNud0dxRQ,0,,False,QQIwUTifsz8
UggjS0jw70BGs3gCoAEC.84b3MbMDrFv7-H71ZR92-d,+buntyo6r 正解ですw,قبل 6 سنوات,1963no0101,UCdOtGrVJYYbuqQtdQ6pnfGw,0,,False,vEZVpdsWXLk
Ugj4HXRwwywA-HgCoAEC,"Концерт в Новосибирске был взрывной! Сама была на нем, нереально круто прошел. Ребята неебически классные ♥",قبل 5 سنوات,Женя Шестак,UCXb5drkeojslsTpR2qvKxOQ,14,,False,fLMAxi2bW-M
UgyjqoA35e2nvmQnoR94AaABAg,"@SilverBuddha waste is a value judgment, who gets to make the judgment call?",قبل 10 سنوات,GailForce,UCnEHKwLXx_9aORo6qhewjbA,0,,False,upVXWtUEbsQ
Ughr9OsMbg9kengCoAEC,"Your page is awesome and I am more in love with that collection now then I was when I first saw it.....great now I NEED to buy more....darn ;) Such an amazing page, I love your work.",قبل 6 سنوات,Susan Ornelas,UCB44R-raLTojYMlptnY623A,0,,False,2jUmkU8j8Uk
UgwIm0b3vDyD9g23qiN4AaABAg,J adore le deck les sortie sont folle. Merci pour la decklist.,قبل 3 سنوات (تم تعديله),Yann Gonzalez,UCrsSgH8VMhnNum8rfAHmxfA,0,,False,_X3-1xYsE_o
UgwBa8qB9fDMQV9KvI94AaABAg,I love this event you can play super offensively or defensive,قبل 3 سنوات,K1N3T1C,UCjvr40LYNbnTxcp6l0fDcCw,4,,True,y07uhFKd5cQ
Ugjo8W4JWzpWq3gCoAEC,"run in extra texture?
and why the gpu is so hot? 69%",قبل 6 سنوات,Fléau thym,UC72IbezV8-pCbhw2s192wqw,0,,False,okHma4rP1ao
Ugwxm3vjFBp7T_oinLV4AaABAg,"Another great vid guys.  Just one question, what ever happened to Mike Waterpipe?",قبل 11 سنة,Riotistv2,UCGsbVPUYoY2ss6xJqxkBlng,0,,False,9nHVINziAak
Ugikv-kSFQ7PTHgCoAEC,Bonne vidéo!,قبل 5 سنوات,Cloud ,UCv1fTyuvxuFMm53REmvmvEQ,0,,False,TMt9HYvXfyQ
UgwDq52Ui5xZF_f1V2F4AaABAg,"ótimo trabalho , e força para o mexico",قبل 4 سنوات,ronildo sousa lima,UCsSdvJkocA0tLWHx_TVlYow,2,,False,MwsnDa7cNuI
Ugw1LlOSJsSVKAHGGdh4AaABAg,Sviđami se kako pijevaš lijepotice,قبل سنة واحدة,Štefica Šimunović,UC5AMBBnGCerkxrQSKQnr0xw,1,,False,2QoXvd6Im84
UgxxHcMfYAJSzfhWgzt4AaABAg,До слёз,قبل 4 سنوات,stervellx,UCOSmoXsa7O1fmn0Sax8-s6Q,2,,False,Jc3-oELgNz4
UgxrHAV9z2ZLrBOtcih4AaABAg,"Sir plzzz make my signature
""Gnyanesh Kiccha Sudeep""",قبل 3 سنوات,gnyanesh mhetre,UC7pxBHeuifEebWQhZfzQ-jg,0,,False,Vc00CWZMk_E
UgysQLLT3_9Cwrvp_kd4AaABAg,wut?,قبل 13 سنة,Rysearlover76,UCEV9Al_CMhRKcLqd1A-CiQQ,0,,False,GmDkeRCivJI
UgyOXAAnBEGBHDLS17l4AaABAg,This song is beautifull !!! KIITOS !!!,قبل 3 سنوات,Taisia Alistratovanen,UC4fO0tPDIj7gU0tlLmN3HSQ,0,,False,S-Tl-_c-ewU
Ugx5J5j7cYGyZVZ11KZ4AaABAg,"My old time favourite, e lokisa moya wa ka o o weleng",قبل 4 سنوات,Paulinah Sephelle,UC8vCsWR8jrVNuvelbEQhJLw,1,,False,8poS0lyyBzg
Ugy0fhh5dzY2nX5GLo14AaABAg,"ゆみこもきょうこも西川は殺してないですよ(笑)西川はきょうこの自殺のトリックに気が付いて南が犯人だと分かってしまったのもあって株取引ときょうこ殺しの口封じに南に殺されてる。ゆみこも引き抜き工作がバレない為の口封じ。きょうこはつゆぐちの犯行に見せるために南に殺されたって事じゃないですか？
北井の推理は的外れで、あれは操作状況を何も知らない人から見たらって北井の推察なだけでしたよ。",قبل 4 سنوات,石川弘樹,UCcvUzgStdY0IklAKt6RVVYQ,0,,False,UItfKe_hJX8
UgzDxszkJT_oDsi4kyp4AaABAg,"@NaitDogg There are lots of things to consider when making a system like this. If I did that, I would be a few blocks lower and out of range for the spawners to work. Also, the spiders will not be able to compact if you push them horizontally into the iron bars.",قبل 10 سنوات,EthosLab,UCFKDEp9si4RmHFWJW1vYsMA,7,,False,N7fIiiqKgOk
Ugw-dx2ntxDu9i_IqLx4AaABAg,Je vien de te connaître mais je t'aime 😂💯,قبل 3 سنوات,chrxstoo.,UCEbyUkHcEy2AxdNNuXkSijQ,2,,True,AayP9cxxAsI
UgxuJCAew71Atj1KqPt4AaABAg,Im sorry i cant take this seorius with that ddlc music...😂💖,قبل 4 سنوات,ミコ,UCWdemASQcMz0tCJAlQtBYfg,6,,False,SzZRcCDeK34
UgxJREqLTnp2yLvAJHV4AaABAg,Maestro sempre ottima qualita video e intonita ottima grande!,قبل 4 سنوات,Leonardo Rossio,UCyPMbx4BFK-HNz_iOCK3EdA,0,,False,GyC8wrBJ0is
UgwPr-GZnBPwS4IVOK54AaABAg,Que componentes tiene tu pc para tener esos fps?,قبل 3 سنوات,Fabrizio Giudice,UCP2EXE0iMTzKEXgEwxgCijQ,0,,False,Eu9swlbwSuE
UgxN940KJcQkUQ_O7nN4AaABAg,Nordeste é Cheio de criatividade! Quem tem orgulho do nordeste. Da Joinha.,قبل 8 سنوات,Marcello Kampos,UCjZcU0yU48rjhF11n6AvAbg,4,,False,w5cnx8ZhaDk
Ugy2ujBmA5sZivCKURZ4AaABAg,looking good tnc mum you're the best,قبل 3 سنوات,Koko 9ja mama,UCBtcwSjzBd_G0ZbOciq7gXg,2,,True,NPhtgTnr_HE
UgxZ6ZNi3XFMtzoHeM14AaABAg,Nice ❤️,قبل 7 أشهر,Ranchhode Sisodiya,UCknuqHbwllBzZE7Urk3WFCA,0,,False,-Fjgbu42Wss
UgwG3uNk8vDoPjgVaDB4AaABAg,Tolles Video - die Lieder der Flippers sind Evergreens 🎶👍☀️,قبل سنتين,Mathias Kellenbenz,UCljYHDmUPNQyJN419IkhGTw,1,,False,Fpz96cxQS4A
UghCfvdxIS03uXgCoAEC.8-bdSQekGB67-HFtCUnGEv,Good to know. Thanks for the info :),قبل 6 سنوات,Serag 0001,UCI_oD5_HRNjxkUNPjA4PGWw,0,,False,eDBxwZFpjp0
UgyzTfzfvWro3sYv5XJ4AaABAg,i think this is my favorite video 😍😍😍,قبل 3 سنوات,Hermella Getachew,UCGzdEq6T559McBplt3cZK0A,2,,False,CAcelx--Yaw
UgyPboY0INV1Nda2iZV4AaABAg,Great video :),قبل 4 سنوات,Samuel Dubuc,UCgBEypKgxuPpt942AxAO0RA,1,,False,QIue0-23UWk
UgyjucCW4aMv3n5bIGZ4AaABAg.8hKAC1mTJas8hV0TFschCY,SaitPasaHD kardeşim  aceleye geldi bir daki videoyu   izle,قبل 3 سنوات (تم تعديله),Yunus Emre Edis,UCeGFImA5g6SzSc2XrtnhLJw,0,,False,lpcQgqjMv-0
UgyvN0Fn9TsvXl7Dagx4AaABAg,sei molto carina complimenti,قبل 8 سنوات,theWhite Cube,UCVTFjYCtAD-9W-yQUOSH1Zg,0,,False,YID3GgrL1Kg
UgidptGi9sweZXgCoAEC,Sin censuraa claro....,قبل 7 سنوات,Jose Morales,UCmlQzMlbI1LWHzjzfgdkzkA,7,,False,7KMyc30O7o0
Ugi75kiHzmj90HgCoAEC,O Bill HP ηλεκτρινικη υπολογιστηλης,قبل 5 سنوات,Elena P.,UCM1nCL9LdglYCZv8CZc3glQ,0,,False,wHgOEAbVThI
UgxBIUaZwXYdacyp37V4AaABAg,Madaři za Dunaj..Vivat Slovensko!,قبل 14 سنة,Jan Dostál,UC7KZa4iDv_whV-o8QAxyz0Q,0,,False,rD0_gwDg1Os
Ugz4TqWXRUKTt4v9z_14AaABAg,Τραγουδάρααααααα!!!!🤗🤗 Μπράβο ρε Καρρά που μας φτιάχνεις τη διάθεσηη!!!!!!!💑💏💞,قبل سنة واحدة,Δήμητρα Σιαφίκου,UCemtlMd1Z-ikCu16PRHo2Yw,2,,False,c4PLLfzmMfE
Ugj0O3rI_WAF33gCoAEC,只有2名PG哦....,قبل 4 سنوات,zerg lee,UC8hZyNDcxuFfMakobAlQgqQ,0,,False,Z2Siys8tHFs
Ugw_lUxq6ayc0xoCsZd4AaABAg,100000$ ???????🤣🤣🤣,قبل 3 سنوات,Mohammed Hussain,UCGMLMSImT-KFs2ohRCrGGlg,1,,False,MvHAIr3Lz8Y
UgwFD4pCZr0T-zIZdPt4AaABAg,You know you are extra/a makeup lover when you keep your eyelashes framed 😂❤️ Loved it new subbie and can’t wait to see the looks you create with all those palettes because girllllll😍😱 #ytqueens,قبل 4 سنوات,Corallys Ortiz,UCYQa-_nA1vEEr01H8oQDyNg,1,,True,F2VgX12KO8o
Ugj4C7-clcwNYngCoAEC,"Making the internet NOT equally free and accessible for all is what right wing politicians are already doing with roads, bridges and natural disasters compensations, aren't they. Stories like this have been adressed on this show, I think.",قبل 7 سنوات,Pierre Ripplinger,UCZtv-9X11TXxNoBITnGG6Gg,1,,False,3jzBE_4w4Gk
Ugwrcrqup9ICO0UNFGh4AaABAg,Great exercises and video. Thanks for sharing.,قبل سنتين,John Mitchell,UCPLxhFeR8eU7jYFGhZnd2zA,0,,False,owqOHWPOxj0
Ugg-2Nu3A91_engCoAEC,lav flere af den store rejse videoer,قبل 5 سنوات,Ida Marie Lassen,UCwxsadFi9iBbm1gBJ7urLHQ,0,,False,T6mSXu5Hcxk
UgwzRE-a0pb05GfMjc54AaABAg,thấy lần này anh review chỗ này là rẻ nhất á  . 35k mà đầy tô to tổ tướng.. quá rẻ và chất lượng,قبل 3 سنوات,Bá Kha,UColD_MqpneG_TmggJvm_MEA,10,,True,sQZcxRcmi2E
Ugx_LwFyyrJ09wSOmFd4AaABAg,mariah's love for entertainment industry is sacred and pure. so stop dissin her with some untrued rumors,قبل 14 سنة,xeth86,UCqGIFfpBZgsyxvhxQskpjPA,0,,False,SLZr-RXX-Zg
UgzEoLfScTk9_b9pLDJ4AaABAg,i was thinking the exact same thing!,قبل 10 سنوات,Abu Khaled,UCdvUmbvW5CZaRgRPHnjvjpQ,0,,False,50V5zFLSs34
UgyXr31pKoOuRqSJJyJ4AaABAg,"Eae cammy gostei muito do seu canal vou pedir no vídeos pro meus inscritos e os dos gomes se inscreverem no seu canal parabéns que cresça muito mais quem até nois famos uma parceria kk parabéns já estrelei o like vlw ""_"" :)",قبل 4 سنوات,Canal Oliveira Vlogs,UCBEAImtQyjG2wjFE8aBjMHQ,2,,True,TTMv4e63HyY
UgxJ5Ed17VulYiy4HsR4AaABAg,wow non l'avrei mai detto che sarebbe stata così semplice la realizzazione...ottima idea e lavoro prenderò spunto :D grazie ;) ,قبل 9 سنوات,susy252,UCa5Y2DSeV4oyj5PGPatj3yw,0,,False,xfvQnWGZgqU
Ugyfk7t6K_F4f89qWl94AaABAg,６年前ってのが信じられへんな。　いまだに色褪せない最高のグループ,قبل 11 شهرًا,kitotetomono,UC5Zdu9vJQ2nGis-2p28HYNQ,2,,False,gPXj_fH07aI
UghEBc-rwQFfbngCoAEC,"Even though he is late, as my knowledge of being 1/4 Cuban, yes, Minx, he was, until he died, like a few weeks ago. Now the Cubans in America are happy, and the ones in Cuba are sad, since it was apart of the Union, which I think it was a communist country, in a way.",قبل 5 سنوات,bree,UCkOuFMCFf3ep2AjOV3b5g-A,0,,False,Nj4I-oU1ZCY
Ugx8A5B7-LNX7bcpL094AaABAg,kkkkkkkkkkkkkkkkk,قبل 3 سنوات,Narciso Valente,UCJIJ5ZN-D2F1SORTLSRUIyA,0,,False,RN5vHWN9LaM
Ugyzjz6IfcQFiLy_CoR4AaABAg,cj is killing those drums,قبل 4 سنوات,Hills Lionel,UCU1QRo6twRUk9zwoO2hMYNw,1,,False,nfOnGUm4jSw
UgwbqBLWDjLk35oRBoN4AaABAg,"AsSamualikum'
Does any one know where can get the exact plant species or seeds in Bangalore India?",قبل 3 سنوات,SZ Far,UCx9Efg6muYSeHM1q5mWKNWg,0,,False,puXhG7lNJug
UgwUjY4nm2ScskrTlYN4AaABAg,Ale looks the rock goddess that she is.  Pau. Has all under control with grace and ease.  Dani on fire as usual.,قبل 3 سنوات,Ankhor 9,UC52vpNnpMfgxQXalyOFacjw,13,,False,kKeF8NHnIBw
Ugwpw6Z9xs9j4eJD3el4AaABAg,"хех. Бо, ты сама музыка. =) волшебно, черт побери.",قبل 9 سنوات,Александр Галко,UClJiwDZOJ4eueJHuSDlz21Q,0,,False,PpQ2CZDVbTY
UgjUEQofFvnX8XgCoAEC,I was waiting for this! So much stoke! Keep up the good work,قبل 5 سنوات,Jack Doyle,UC95Hpb-wVoa3ZCdNVkdtdXg,2,,False,rbsC60AghCM
UgivdtGxcosPgHgCoAEC,This is much depressing than the first Meteor Garden. 😔 I can't wait to see them together again 😔💔,قبل 5 سنوات,D M,UCV5bq9_F3E7-3mkZVBL7GnQ,6,,False,vcZ_Q-pJkeQ
Ugg1OUpwkJODrHgCoAEC,спасиб)) прикольно),قبل 4 سنوات,yoloyoo,UCqh2O_xSWpmRfvuYlwzGrJQ,1,,True,Y9E0GkGE8g4
UgzdX_xovBUx48QwhRR4AaABAg.8ZksEMvCE5_8ZymIUpa9rH,anthony alguien dijo lolis :3,قبل 4 سنوات,Mikoto Suoh,UCxVPf0bN3EU6ZC_dZ8RYsNQ,0,,True,_7jN1vT9QAw
Ugikt3C-fXP0mHgCoAEC,Продолжай дальше дружище👍👍👍,قبل 6 سنوات,ДЕНИС ПРЕДЕИН,UCha3yErsflYS3kt5vNPaM2w,0,,False,mZPtoldIENE
UggXkPntCLvlgXgCoAEC,Ваня выпусти видео с Марьяной!!!!,قبل 5 سنوات,Persy FaL,UCyoJRGC0rI1Jz--CpezFc0Q,0,,False,KOmFYiFfZDY
