cid,text,time,author,channel,votes,photo,heart,video_id
Ugz9QbhDijN1wiLXwLJ4AaABAg,チュチュリーナ一回も使われなくて草,قبل 3 سنوات,南国総合車両センター,UC6QxrzTvZ5muv9AhIIkG8FQ,0,,False,gWLK_Uv4lMc
UgxuUSSL6V_3iGD-MnR4AaABAg,Pasuje ten wałek do kxd 607 125cc????,قبل سنتين,KLARENS,UCbqaGNd6b3evPs0uOdpRnVw,1,,True,gTaTPyH-tn4
UgwwbLo-1dZHPy2pO654AaABAg,"i made something similar, but need to try the motor speed to about 300, set at 100 currently, little more complex, but works the same basically",قبل 13 سنة,Samuel Shirley,UCCWUwUDjnrdi3jA3C3k6JIQ,0,,False,Y2wGhebEfo0
UgisZMQceO6rk3gCoAEC,Suprovej speciál! :3 :D :),قبل 6 سنوات,Oly,UCV1ScExDpZwG3aicBOM9MLQ,1,,False,Hf8SCgB2X-8
Ugy7Sqey16i9VagNO6h4AaABAg,вещи вещи,قبل 4 سنوات,mysaltywater,UCmOuwJWOWwcvNOPn27AQu9A,4,,False,YkCRBpslCXk
UgxBv3MmkvGh9fLK1e94AaABAg,واصل💙😍,قبل 3 سنوات,Mr Madness,UCVOP6Esw14fcOvhW8FfXowg,0,,False,WK-HGYnf4Co
Ugj0Y8sjOHEU4HgCoAEC,دبور كبير,قبل 5 سنوات,L O R D,UC1_UQT5K4hFsLeQDuJEvQxg,0,,False,bqK2oFy8Fg0
Ugx0veKJkUE9Muw3YQx4AaABAg,Да действительно крючок не стаким загибом. Надо подобрать нормальный и будет ништяк. Крючки сов на окуня ани в идеале подойдут под такую мормышку.,قبل 3 سنوات,Павел Павлов,UC1qAa5Go9d0BclY3DqgjFqw,0,,False,7k0eaaw_NcY
UgiY7lxf0NNGMngCoAEC,how smart,قبل 7 سنوات,Wonderbagel2000,UCWaFtHy8Ua0SSwk4t4aN00A,1,,False,LDoro0a1r2A
UgwMsjK_Y8L_5wyIpg94AaABAg,Dude I'm making this my ringtone,قبل 3 سنوات,Calcifer,UChKLTRwQhFCvU1vr-aBdqGA,0,,False,x-cOTMBrlE8
Ugy6qYOzs7y4HtyKgt94AaABAg,Siempre me sacas una sonrisa wey nose como le haces ☺️☺️😊 espero conocerte wey,قبل 4 سنوات,Manuel Anes,UCmmYhFiXvpHe5n6ccydUT8w,0,,False,6BF7bznK4CU
Ugzhzk4FIl8zi9Wd2a54AaABAg,الموسيقى روعه والاغنيه اروع ,قبل 9 سنوات,soma som,UC0e55-dOUQX_5dGOAbPCKjg,1,,False,RYkRoCKmgP8
UgypTK3PPB8t3ZmLPGR4AaABAg,"Jin ju nói tiếng Việt giỏi wá ❤️
Hari won cũng vậy ❤️
Yêu cả hai wá ❤️ ❤️ ❤️ ❤️",قبل 3 سنوات,let me down slowly úy,UCA8Y3w8S1CdRhfwSKpNzhaQ,10,,False,XRVhT8uQfpI
UgyOZ2jBfksqL52o3ER4AaABAg,"I started listening to his music a few days ago.
He already is my favorite artist.",قبل 10 سنوات,ilaglikehell,UCpeySLfcYAYK6A8ncs9HXkA,0,,False,NRYdnXIr_VI
Ugwxm9S2hc-4IYBDfip4AaABAg,نحن نحييك على صمودك وشجاعتك ونتمنى ان يكون عندنا كثير من امثالك عشان البلد دي تشوف النور,قبل 10 سنوات,hala nour,UCKynIt-Wer4yOKzJ9dFOHwA,3,,False,JKS6BrYHI_0
UgwuZMGRGYo7AuLWCIV4AaABAg,jolie j'adore les deutz ttv continue comme sa !!!,قبل 8 سنوات,Tristan JACQUET,UCdbu9XzetpbaaMnMTYHsKsg,0,,False,ZUJj5DBjofQ
UghDwv-XFknbEngCoAEC,"Hey nick, great video.
I've been wet shaving for about two months now, and I just want to say thank you. I've watched your videos since I started and they have helped me a lot. Specially your beginners series. Thanks a lot and looking forward to more videos",قبل 7 سنوات,Giron David,UCggHRU_IBgFwvPjtCWcjjxQ,1,,False,_OFh1qXfYZo
UgzW9hdcTa6TKBxknrV4AaABAg,"pues dedonde sacaban est
as canciones estos talento
sos señores llonuca eolldo
aotro s conguntos tocar es
tas canciones llose cejjian
era compositor pero nosavi
ceisiera tantas",قبل 3 سنوات,Jose Gonzalez,UC6-K95sTEnI-5nbk2OGWPyg,0,,False,AbKA904wIeo
UgysF59cVKjf78jJlAF4AaABAg,"WOW Pastor ese verso en Jeremías me ha enamorado! ""si entresacares lo precioso de lo vil, serás como mi boca"" si Dejas de ver lo que naturalmente ves y de quejarte  de lo que te molesta para ver como yo los veo... entonces hablarás la verdad que yo he dicho de ellos y delante mis palabras en tu boca se convertirán!!! que buenoooo! Agradecida por los aportes y saludos desde Venezuela a usted su equipo y la Iglesia reunida en Argentina!",قبل 3 سنوات,jesy Jess,UC9Zy2PgdvJ6mhzGYmIDCEFQ,1,,True,l1-ElYqQgbg
UgybJvD-58VaDg9-WDZ4AaABAg,Fajny filmik.,قبل 3 سنوات,SKARF GAMES,UCOpxplFQGl27KXCsjevt85g,0,,False,_7dUBmxO-Xs
UgxNl7elc9nmpDa1wNV4AaABAg,"❤🇵🇷👍👏El Capitan, Ninguno Puede Contigo Por Mas Que Te Fronteen.,I Said Yandel 👏👍🇵🇷❤😘",قبل 3 سنوات,BEBA Alicia,UCPHlb04ENttoWWRrFdBTobg,2,,False,697TvDIbMBQ
Ugx5PmjvNiLYXXn116h4AaABAg,"Great, and listening to your breathing as you try to pull your boots out each time was really HOT!  WOW!",قبل 13 سنة,wet in Dallas Rich,UCoHm1fa0E4idfWnTb11P0gw,0,,False,h3v_oIk9lcg
UggSRb6z0MKcAXgCoAEC,سلاوات ليبي ماموستا كيان,قبل 5 سنوات,Karem Zangana,UCCYF1yMrq53kF147dBUCGYQ,6,,False,lE_CbbRHQ1w
UggP_uOasWjejHgCoAEC,It's good for the baby hyenas to be around dogs. They need the socialization. The tigers need the stimulus. The dog loves the company and the interaction. It seems like a good thing for all of them.,قبل 7 سنوات,Katherine Uribe,UCqHNTfcDBADj-y62K6iKPWw,20,,False,J8Ww9sdgOjk
UgilRRo2IVT6lHgCoAEC,"excellent!
you forgot to show what seasoning you use on the chicken before it went into the pot.",قبل 5 سنوات,Nalissa Solomon,UCp4xw3yxNDlqBLC_ZQoh-Gw,3,,False,bwUMgKPvBek
UggasFNeNaIkl3gCoAEC,"I have listened from day one, still here.",قبل 4 سنوات,белый Волк,UCem4rZgtLxJQseE4QBxlpyw,4,,False,w5huWOp8dbY
UgwoZ6zRuif7REPPpgV4AaABAg,"Bonjour, Est ce que l'on peut en mettre si il y a déjà un apport d'engrais en bâtonnet ?",قبل 4 سنوات,Blanc du Collet Isabelle,UCy9sc9io6JYDaUMVCI_uYGA,0,,False,89WddfNYchk
UghoCziSXQNIi3gCoAEC,"Só figurão nesse jogo: Ganso, Tiago Luís, Carleto, Alemão, todos que acabaram indo pro time de cima do Santos no mesmo ano de 2008, e o Neymar que estreou no profissional no ano seguinte, quando todo mundo já percebia que ele era fora do comum.",قبل 8 سنوات,Lucas Fonseca Barbosa,UCwb7-ruyq6QThvnJu3vKsLg,166,,False,IUqRTnykRAQ
UghyBx2b2eDTZHgCoAEC,i love the way they all helped to get the bikes over the side. That's team spirit,قبل 6 سنوات,Hanno Jacobs,UCH2QwvI5lp13ezF-0qDwSQw,2,,False,Pw1kpR3pHc0
UgwA7gwNRboZxiLKim14AaABAg,Cheers! 😁,قبل 4 سنوات,Hayley Emma,UC-WOdo2qv1PjYr45W_g8teg,2,,False,Kjsvrd0TS0c
Ugx5TeBxSUluM6hlkJt4AaABAg,Yün taraği denir,قبل سنة واحدة,Mahide Yıldırım,UCWDTXi9WS1bBK6VKFnt4njw,0,,False,8A1YJ9eSUh4
UgzGj67b6dW8p-rUKAZ4AaABAg,"bài này cô hát hay lắm, nghe ghiền",قبل 3 سنوات,Vy Phạm,UCdjzCqzQHLgSGB9uRv8VrfA,1,,False,IfHrku2Fexg
Ugzoyp9bVpdjuYXIDuR4AaABAg,"Qué alegría saber que hay personas que invitan a los demás a cumplir sus sueños ! Cuando uno quiere, puede 😊",قبل 3 سنوات,Millett Bravo,UCVcqVs74xC60zmEVAyILhFw,4,,True,aLB3wGXP0HU
UgxRDV2KdOqQi5Z7TdR4AaABAg,"Song
?",قبل 4 سنوات,Sahlokhviir,UCXyd5rcGbEozSmmLn650peA,3,,False,WFIzQkbACXA
UgyU9cBe-TW_nMoq55F4AaABAg,ش,قبل 4 سنوات,Qassem Al-Khazali,UCp7ru3Zjq6mC29U91olhfng,0,,False,BPrEuibyLwo
UgyNrPNlrsaHk4h2tVp4AaABAg,habrá visto elmaster1979 este video??,قبل 11 سنة,antares365,UCJOltetfmE-e86ETLDDIrBg,0,,False,RzkV_hflTcg
UgxR9gsBRQySIYBJ-dF4AaABAg,Where are the bombs in your video?  I get all bombs on conveyor not just color candies.,قبل 3 سنوات,Kim Fritsch,UC1YIj-YI-cAA-3_Fn_bjuaQ,0,,False,JG2C7cfWNb8
UghfCYVIeoTny3gCoAEC,حسبنالله ونعم الوكيل,قبل 6 سنوات,Musaed Ragih,UCzks5JWlWsAo5Wi6ITx8tXA,0,,False,2yUI11gSE0w
UgxRsRncApEvJXOifc94AaABAg,舌打ち笑 難しいですなこれぇ〜,قبل 3 سنوات,なっぺ\- -/,UC9AMwEs7RYcbX4_lWLYxwSQ,0,,False,WhN9Cq7-hp8
UgzBPScjmhFmiD69kIV4AaABAg,I LOVE partylite. I've been using them almost exclusively for almost 10 yrs. Such great quality.,قبل 10 سنوات,Libby Withnall,UCihLqqWioS6vIPLoPcI51AA,0,,False,DCjHaVqPbvo
UgwMzrBpIrqcqqjOwTZ4AaABAg,Love the intro I'll never get tired of it,قبل 3 سنوات,construction experts,UCscA78D7NkUl27WXpRvhUuA,0,,False,rbMk8q3-ptc
UgxyQJfhzJJmW6EwDLV4AaABAg,ameiiii o RAP,قبل 4 سنوات,Patricia Costa,UCtFqKwbUKrzhl4ZmHGzujmg,1,,False,rY3fD5lsKjQ
UgwjKlkGseh9cFNh9u14AaABAg,It was psychologically interesting to observe Liza's reaction when the male phone caller 1:02 identified himself as attending college to study musical theatre;  Liza almost spit up her coffee!,قبل 12 سنة,J. Buzz Von Ornsteiner,UCJClHFYBfzTXp8wdrMVC0Ew,28,,False,07Mx07zyS6w
UgzmIq-q2HMPciXs9vB4AaABAg,"ভাইয়া, টমেটো পিউরে কি ফ্রিজের নরমাল Temperature এ সংরক্ষণ করা যাবে?",قبل 4 سنوات,Hamidul islam Hera,UC4mqvT0R9al_DA8uPyz1Qrw,1,,False,c1sdagIw-Ls
UgjTnzVD4KEEingCoAEC,ربورطاج ولا ارع مشاء الله وتحياتنا للاخ اسماعيل الونيفي,قبل 5 سنوات,TOOLBOX# DZ,UCMl9bY6VH_4x_dfg_2dwJew,3,,False,j1q5wx0mhX0
UggUq6c5ij1mTngCoAEC,"Absolutely ace getting JB to perform in JavaJazz!
Dude, if this was the second evening I must've been sitting behind you!",قبل 7 سنوات,adhli,UCstIxaFq9UlzRTsYcuTvOZQ,0,,False,9BF9V9Ro-NQ
Ugjzj9TYJsFLhngCoAEC,Cuanto costaría un mando como ese?,قبل 7 سنوات,luis tufiño fuentes,UCuc-Ih_Yoei2rI4Von7NHZQ,0,,False,XIsSUjNAWBE
UgxP7Iqa5d2bqj1Lz2h4AaABAg,Pls explain about artificial kidney,قبل 3 سنوات,siva kumar,UC9YEybntaAtaQiZBQzWAqrw,0,,False,gcHsrEgq_js
UgiKN3lyo6Bwb3gCoAEC,Gala gg Feni,قبل 5 سنوات,Ali Koyun,UC7RgnCmZq2gnSqHmop2Z1Nw,0,,False,msl7Iq3ijOw
UgyA1QIjuHITmyTkB194AaABAg,you well explained this video..,قبل 3 سنوات,Jawed Ansari,UCHDGAQMVLgO6tSr8DwfZzXw,1,,True,8L_3qGT477Q
UgwhfX3Xe_Ltp17agN14AaABAg,La canción de fondo Sta bacan como se llama ???,قبل 6 أشهر,Carlos Mendoza,UCo5cZJjTEJmxqnx-KfJOd8Q,1,,False,1IMbE7OxRLk
Ugg8ZXGY1LTobXgCoAEC,Ótimo vídeo!,قبل 6 سنوات,Lucas Cunha,UC1aT4WPp7R7C7hrY-OasN3A,0,,False,bDiXY1BDJTs
UgyFqnxtuC4frEh_eD14AaABAg,經典！！！毓民is legend ！！！,قبل 11 سنة,justicepenny,UCocXJShyO0HpmIz6sTn6QjQ,0,,False,URRQzVRffiI
Ughrp9LNx1FfWXgCoAEC,For me lugae was the hardest boss ever. He used reversal gas every 2 turns and either restore or flamethrower every other time. I could never get in a turn in time.,قبل 6 سنوات,Javier Teng,UCY0SctqIgyOHu3Iw2BsFqGg,0,,False,xgxJI6V_NWg
Ugwv7v9NLkX0IHMlNo94AaABAg,ㅋㅋㅋ 이창섭 굳이 ~~~,قبل 3 سنوات,이소연,UC78hm9vrShXHDCVzLjMX-_Q,2,,False,nY9Lg0XDMvo
Ugwov-TUJ54SGuT9Vdt4AaABAg,Ne vous étonné pas des 2 j'aimes pas c'est les amis de mon demi frère qui font ça,قبل 9 سنوات,TheDeaD Gaming,UC0KBCCHQpEcYisYuLRHJ__g,0,,False,ael2ffQRMxg
Ugw5H7T8vS_BklWaGyN4AaABAg,jabardast funny video hai bhai log nice ramlals 😂😂😂✌✌,قبل 4 سنوات,Its Killerman ,UCeTXuap7eroplApzCsgCyAw,1,,True,5Hi0Po--mMA
Ugjv29nrf1KegHgCoAEC,В тавЭрне,قبل 6 سنوات,Вадим Курмакаев,UCaFEd5PaNoMZZvbkz_gM9xw,0,,False,37KMfw1xtyk
Ugjbb2zjQfXMNHgCoAEC,Another awesome vid. I was wondering though why you stopped using songs with lyrics in them?,قبل 5 سنوات,The Sentai System,UCyLdQxqO_DDYgFtJyzbpjoQ,0,,False,MwcsIxFaGrc
Ugy6zZRO1fTtHNuPz-d4AaABAg,🙏🏾🌞☀️💫🌟✨⭐️🦋🌈,قبل 6 أشهر,Dilson Ricardo Binga de Castro,UCZg8T2h9rm8wOywa7rg-pRA,0,,False,IPcdJM0kpKA
Ugx1afmnSEPj9bKelyN4AaABAg,0:08  is the funniest part ever,قبل سنة واحدة,Nickelodeon the logo thingy abuc,UCYWHUweXk6SrId4opqE89Ug,1,,False,nzCONWukmh0
UgzBLD6SHsVvgyjAk714AaABAg,"creo que tienes que leer unas guias antes de empezar, es que te faltan muchos detalles importantes del juego, como el aire donde esta el agua que especialización etc.. que tienes que verlos antes de empezar a construir, fuera de eso muy buenos videos!!! saludos desde mexico!!!",قبل 8 سنوات,Javier Ramirez,UCrg3g9wP7LLFqu8c0UF2YNw,0,,False,17-XcYZjTkg
Ugjbq3Vjg3D_3XgCoAEC,Sick,قبل 8 سنوات,Jamz,UCx78HMfVYdZfUPvEweTeXAg,0,,False,mv20rWv2WwI
UgxI335kUnkaFbsOck54AaABAg,hey,قبل 4 سنوات,Glen_II,UCY4G_Ld5M44hgrlEo-tqWUA,0,,False,DXbUBeYtP8U
UggertQLhlhlBXgCoAEC,وه وه وه وش ذَا الابــداع م شاء الله😻💗💗....,قبل 4 سنوات (تم تعديله),﴿ حـــنـــو.3٣,UCtU9KVMkyin1GqqB-q252Xg,1,,False,GWy-I8pXcu0
Ugzsw0P0mHJTcTN0fYJ4AaABAg,Sawant ho ek puppet BJP partycho,قبل 3 سنوات,Raymond Rodrigues,UCyWUXmOYDbBgGyydlBA6S-w,2,,False,M828LR7TcDM
UgxMMLr6E4X5Xi1nZf54AaABAg,Sandra Cam saludo ako sayo....Emotional din ako kung ganyan ang nakikita kung situation galing din siguro sila sa mahirap pero nasilaw sila sa Pera at sarili lang ang kanllang minahal hindi sa mahirap pa sa mahirap at sa pinangalingan natin.,قبل 4 سنوات (تم تعديله),Emily Stotzem,UCYga3l9DgOBhOVS-DZNLNZg,4,,False,LAS3YZQV3tI
UggB1klIef29oHgCoAEC,Me gusto mucho su playing y su intro - buen cover chicas sigan así :3,قبل 5 سنوات,Kyara Asin,UC_ocKM_1VRlalKGLqXTPy-A,1,,False,rCjrfWSt3bw
UgypVK2aG9Rg4JATO514AaABAg,عالی بود❤,قبل 4 سنوات,Malik 007,UCjhARuPQhjNEpqqEf14kNzw,4,,False,pzbHeYxCrjw
UgyFLgJ4DtJKJok51qN4AaABAg,Hyper Mizuchi es un dios !! Prácticamente  Exelente Hermano estaría bueno que hagas una con un team Rugal ! Vs Hyper Mizuchi o un team Adel.. saludos Pati.,قبل 4 سنوات,David david,UC017J7fIy7fPhzvFxxOMcLg,0,,False,d69br4fIUMg
UgywIzqlXX-tzY4DXGl4AaABAg,"Thank you for showing how it comes apart.

Went to use my mains version this morning and found the boss that connects this linkage to the front wheels had gone missing. 
Of course the part is no longer available - a sure sign that it's a known failure point. 
It's still usable but it looks like I'll be fabricating a replacement boss.
[Later] Got it apart after dealing with a ruined head on a screw. The boss was stuck inside a cavity in the wheel housing which makes things a lot easier as it's now just a metal plate to fix it back on the linkage.",قبل 3 أسابيع (تم تعديله),Graham Langley,UCJSo-36PEOq7lXL192uHvXA,0,,False,A6QfgHFkD8Q
UgxShIaOGZOvzIxfK3h4AaABAg,Beautiful,قبل 3 سنوات,Lord of Cinder,UCgBApTazuc0Qj5BlBulrujw,1,,False,t8b1NZhofs8
Ugg7uxBxp7eoLXgCoAEC,"21/12/13 - Beats West Ham 3-1: 10 Point Gap? Easy!
26/12/13 - Loses to Hull 2-0: We're not even gonna get a Europa League finish!",قبل 8 سنوات,Dan Randall,UCIUExn6TCGBb0HlxMsHVnQg,0,,False,AwxmsDeXWrU
UghaoI5DKcnKbXgCoAEC,好好看哦，迪丽热巴也好美啊~,قبل 4 سنوات,王嘉尔粉丝,UC6tP1-6t4SFms7GNPCc0SYg,57,,False,h0-QiU4pkuQ
UgiDAkdiQfIyUXgCoAEC,Нарядно! Огромное спасибо ! Удачи Вам!,قبل 7 سنوات,Юрий Бардадым,UCg0GCOZ48OCe9ZBIE4_gHLA,0,,False,IRJ02lxmUfA
Ugizef3i_mbLcHgCoAEC,"Great commentary. Yeah, I was kind of leaning towards Scorpion in this fight, mostly because of my personal beliefs of ninjas having a one-up against karate fighters. I like how the battle played out, it was really fun to watch. Looking forward to your next DB commentary.",قبل 7 سنوات,Ian Nakamoto,UCCgDZE9j0xKYPsm_AXc8bEQ,0,,False,0YwctWIefjI
UgjApeBJzyH1vXgCoAEC,"I just love this show:-)  so much its the best
",قبل 6 سنوات,Stable Besa,UCp4KUfxsB894pr7isChUIIA,6,,False,2IMWNJGckhs
Ugz-BRUZS2z0UkrjzVF4AaABAg,How long did it take you to save?,قبل 3 سنوات,Wesley,UCWvtkN4JajWS-Jn-Ck4cM-w,4,,True,dfTfswhqJAs
Ugg2opFnY-OheHgCoAEC,"Bonjour
l y a peu de temps que j'ai découvert votre  site,étant possesseur d'un smartphone Samsung Grand prime.Vos tutoriels m'aident énormément ma mémoire faisant un peu défaut(75 ans) et puis c'est bien expliqué bravo pour ce que vous faite",قبل 5 سنوات,jean.pierre cordier,UClQaa4uyTSBM1HLioZDjjcA,18,,False,QbIhOgqsCLQ
UggtbY-ye5oedXgCoAEC,"I'm so tired of people defending moves like this, I mean, most games that come out on consoles come out on PC. Why do we need to shell out half a grand or more for like.....5 games? I mean let's not forget their 60$ each or more depending on DLC. When in reality I could get them for a lower or even half price on PC and use the money saved to upgrade it or just save it. Not to mention I don't have to spend yet ANOTHER 60$ on XBL to even PLAY ONLINE when I'm ALREADY paying for internet! You don't see a fee to play online on PC do you? You're not innocent either PS4.",قبل 7 سنوات,Snowman,UCAN70Y1xLfhPA7EuBGfhwFw,13,,False,oWZUEVfV59A
UgzlKgf4JMnqZgxodgJ4AaABAg,レリーフオリパやっぱりテンション上がりますね！,قبل 3 سنوات,サムイのTCGちゃんねる,UCZebru79P6gZ0kJkuoFSZpQ,2,,False,McW4uB763Kg
UggTxjCsxsdVXngCoAEC,geil danke bro!!,قبل 7 سنوات,SPÖRX,UCDzUQ9F3FmNeVstgwEdzpcQ,0,,False,zf5Ttek3LhY
UgxGHVplOm8VUivCeIl4AaABAg,"Лично для меня обычный клик лучше, так как 5-8 cps",قبل 5 سنوات,I hate you,UCPVZEEu440xjRJSTGA-8tDg,0,,True,-0QqW798ZDQ
UghxkLR0YW9x-ngCoAEC,Holy shit veel nieuwe dingen! Bedankt voor de info Dennis! Zwerkball ja,قبل 7 سنوات,Sjaak Polak,UC4Moh08SKk2tWaGTzas9HcQ,0,,False,aNzTcgK_OrE
Ugy_Rdxvd-6eGDQPYlt4AaABAg.903y07otJPh93DDvM5Qav6, @Best Twitch Videos  это рил отстойник для сумоброда,قبل سنتين,WASP,UC92KDWRQhuzsRLj1dPWH5vg,0,,False,-zU6-jINRh4
UghJkuwdptMRgXgCoAEC,"блин, там наверно очень холодно",قبل 6 سنوات,Eliza Ignatova,UC2VHYAftHaaH82H1UIxQLxQ,2,,False,aUr78w5s6t4
UgyRbpyEa-3YCDTIt4l4AaABAg,बहुत खूब,قبل 9 أشهر,Poonam Rajoria,UCEP9pA9faJse7Gge3hLNmag,2,,False,IZ8pEq0SOes
UggjfFWgvyHQBXgCoAEC,🔥🔥🔥🔥,قبل 6 سنوات,Bernat Cantallops,UCBKSMChlu4XVCpG89n4KVxg,0,,False,WLW5xYfSk5Q
UghKFSg3Y0bxongCoAEC.83ImeknJ1AS7-H3fg57Pfx,+cristian memo Sporty - O - Let Me Hit It,قبل 6 سنوات,Fanuel,UC5ak8s8IdHuzOy9e35oXRUA,1,,False,-JCrrLtt7Gw
UgxU4MGX3PBBvrSHaVN4AaABAg,Deus seja louvado pelos hinos maravilhosos jesus Cristo abençoe sempre a família dos cantores corio e canarinho,قبل سنتين,Joao Henrique santos Joao Santos,UC00mc8BL_yLTGhXsM6eua1A,2,,False,Yeg2ftNsLJo
UggHI8qW13IPO3gCoAEC,"Das ist... wunderschön.
Gänsehaut...",قبل 5 سنوات,Mal Sehn,UC-MjyHKQBrBMLLffOY1AOAQ,2,,False,yyqJUxSn-To
UgzJggsM9IBbhXAZDUt4AaABAg,Video itself already a 14/10 but screeching took me up to a 17 <3 beautiful.,قبل 4 سنوات,Connor,UCe0ubURAr5jQAtvuNoNQIuA,0,,False,_llbG3zdpbQ
Ugi_LWNqHeE9QHgCoAEC,The threatening act of the senior police inspector was really realistic.,قبل 4 سنوات,Ekramul H. Evaan,UCIFSk3FkT9fY6-CECudDTWQ,16,,False,jFHbevPoTpo
UgwsAycp4JpD6tUCOgh4AaABAg,تسلم ايدك يا شيف أيمن محتاج شرح طريقة خلي الحمام.,قبل 4 سنوات,حمادة نور الدين,UCV1I1mSZiHr3D8LZxDLYteg,0,,False,gUT0RGx6izI
UgyoGSaDHoNTWd9qL9R4AaABAg,That Club of Rome quote is an echo of the 'Report From Iron Mountain' which also suggested environmentalism as a substitute for war for the purposes of controlling populations.,قبل 3 سنوات,Simon Smith,UCf1y5boiJNE9xoLsfikSXOQ,4,,False,8Mev_5j85NM
UgzO4oqgZh0KJ8qqJnJ4AaABAg,Both of you are amazing! Excellent Guitar and a warm beautiful crystal clear voice that gives me chills down my spine!,قبل 13 سنة,Greg Papaleo,UCJNOrEOlqX6YDFXSCjKYPSw,0,,False,gKrUmFDJ4fg
Ugz7KReu9y7tYSxRMVh4AaABAg,this is 1 of the best MS paint works i've ever seen!,قبل 12 سنة,Plot,UCPfWdwzh30gCL5F88_97wFQ,0,,False,oS1ZtRuHkyw
Ugxwq7uk-2LKUBdE6X54AaABAg,Сильно раздал братка =),قبل 4 سنوات,Matthew Razzy,UCeLCEO-fkMiGOg_-tZHGxWw,1,,False,UgsX2WCeaWo
Ugzel6ha2VybeasZb014AaABAg,That intro hurt my soul,قبل 9 أشهر,Sexy Cowboy,UCHM7vGvBLg5uIC6KDTgjBXA,0,,False,FspGCzw68rk
Ugixii3s0B2f3ngCoAEC,"Ele pede desculpa pelo beijo, mas ele não beijou sozinho kkk",قبل 7 سنوات,Beatriz Oliveira,UC2hKq1sZ9ZU9IK8TJQb7qmA,149,,False,2dzLDLClFbA
Ugzcfbf_GPzHI9w_05x4AaABAg,"Vielen Dank, diese Video war wirklich hilfreich und hat mein Wohnzimmer vor der Überflutung gerettet.",قبل سنتين,birtybird,UCs_ugzhKKP9XCRkq_UBE3Nw,1,,True,2T6RArMK6ZU
UgjyNbUH4JuqVHgCoAEC,"i'd totally try everything you ate in this vlog.
....except the spit soup. i have a thing about eating or drinking after people. even my girlfriend. :l i don't think i'd be able to do that.",قبل 7 سنوات,JamJam's Art,UCFk9cYCgZse_EZAnW0JEOMA,0,,False,O1VeKQapHxQ
Ugx_akvKlDVd6VDEkl14AaABAg,You have inspired me to try this for the first time on my 9 year old.  Might as well start early now so maybe I'll be as good as you one day.  Fantastic work.,قبل 3 سنوات,Theresa Torrence-Allen,UCIJRGim8CUexs5mY9kh8rSw,0,,False,pQS1BRX4i-k
UggDoT8jAHoVw3gCoAEC,مش بيشتغل علي وندوز 7 :(,قبل 7 سنوات,Mohamed Salah Salaam,UC34rl9fOrmpjSmuuddXLCJg,0,,False,9cOhdFNtcTc
UgiVouDSd0Vb5ngCoAEC,"Funny, i got the soap with the bowl at the same price you got the refill. Tabac is probably one of the best soaps out there, i have never seen the same lather on another soap. Considering it lasts VERY long i guess the price is normal (your persona blades cost more). I happen to like the smell a lot and don't feel it's over powering.",قبل 7 سنوات,leosedf,UCQbdTpjKmZQaIAj7iYb5jbg,2,,False,mcTAfXLU-lc
Ugh_bn-nulbCbHgCoAEC,"FORA FASUBRA ninguém da Ebserh quer vocês, aceitem que dói menos. Aceite a nova gestão, aceitem o novo, somos concursados e isentos. Durante anos desviaram dinheiro do SUS para pagarem Fundações e isso ninguém acha errado. Saem fora chupas cabras.",قبل 5 سنوات,Glicia CR,UC7n3CInlJesEg2ZlWTHTLRQ,3,,False,gbB4dqmS26E
Ugjb4el6g3wqr3gCoAEC.88lmOs7-9kz88m-2FXOYnR,te pregunto lo mismo v:,قبل 6 سنوات,Javi Ayon,UCv8MccAdx7m_MmASQZrEEdQ,1,,False,QZpNE1_Vajw
UgwCDlpbpJ5pRcsGhQV4AaABAg,i tak Japońce Was przebili youtube.com/watch?v=XHbquTlz584,قبل 10 سنوات,maras238,UCqd6f98UNBla7pGHtY7j1aw,0,,False,ZCoBqmdaqLU
UgiIktkqEqVL_ngCoAEC,4:00 is possibly the most epic way to get back on stage I have ever seen,قبل 6 سنوات,Chunkabunka,UCcSZ7VYZiwR_HNZ9WAJx7YA,0,,False,Kg9XrsYN8dM
Ugz5O87mVfwSWxUwEAF4AaABAg,Peaceful Location... 🙏 🙏 🙏,قبل 3 سنوات,Surjith #SoloTraveller,UCiJr-wDb15Idp2dl__oue0g,1,,True,BPd5bJx-l_s
UgwtZ9u1Hka6Qqo9VXF4AaABAg,2019 ?,قبل 3 سنوات,Adam Biesek,UC17mx1b82rmFLV_Tu4inORg,4,,False,mqlH3af_3uU
UghMxTc451r_d3gCoAEC,Rich people seem to be crazy!,قبل 5 سنوات,Fdili Malainine,UCg3mKLWv7U-xbyMvy_RHv7w,1,,False,1T5xCvpzz9o
UgzqhC11p3WLX0zeaK54AaABAg,Vive Zelko !!!,قبل 10 سنوات,J Nsm,UCE-4a4kUvn_fhTU9U0xPEpQ,0,,False,LnnzmDXSEc4
Ugj3yRlN6949NXgCoAEC,Cristian gutierrez é monstro !,قبل 4 سنوات,Edson junior,UCYleudVH4hrqZLXEqouBZdg,1,,False,O8Q3xAlEZPs
UgzI9ZfVlOrN-Sf3C7B4AaABAg,Thanks for the view/rating/comment! Always helping me out!,قبل 9 سنوات,Marcan3308,UCLDs0bondE49cEqwwVywGgA,0,,False,SPFrmQjjFWY
